2593 0.004903146761
2473 0.0890077540571
2268 0.153952634111
1847 0.283602102316
1400 0.342343417928
1048 0.343707374984
830 0.328110622197
653 0.347487557857
520 0.365001943026
411 0.397256390766
319 0.469039391798
244 0.548063506641
190 0.55939629026
153 0.578822885888
122 0.516217458729
96 0.538447933572
75 0.588155706027
57 0.574365067426
47 0.602138280326
40 0.653245552262
33 0.59369167168
30 0.62196497561
22 0.578497757413
19 0.60357450365
13 0.525804654399
11 0.562880701168
11 0.562880701168
11 0.562880701168
9 0.603048531979
7 0.587319132491
6 0.634222713014
6 0.634222713014
5 0.641633786177
4 0.699199106524
4 0.699199106524
4 0.699199106524
4 0.699199106524
3 0.585194055373
3 0.585194055373
2 0.709198185227
2 0.709198185227
2 0.709198185227
2 0.709198185227
2 0.709198185227
1 1.0
