2593 0.0186125813647
2473 0.0457724962745
2268 0.0717283591335
1847 0.153149594992
1400 0.27844939142
1048 0.316184203443
830 0.357617789798
653 0.35369027898
520 0.364734167132
411 0.391583159659
319 0.425592774777
244 0.481398740165
190 0.535194689488
153 0.557633388603
122 0.553445529998
96 0.567377776135
75 0.591626521419
57 0.627105736225
47 0.625645261591
40 0.671821718671
33 0.62995184418
30 0.64876511174
22 0.67673716145
19 0.688612288148
13 0.638667601083
11 0.654324465368
11 0.654324465368
11 0.654324465368
9 0.681198200135
7 0.703085821868
6 0.754809503352
6 0.754809503352
5 0.73398386599
4 0.745580259079
4 0.745580259079
4 0.745580259079
4 0.745580259079
3 0.658782631854
3 0.658782631854
2 0.77956871353
2 0.77956871353
2 0.77956871353
2 0.77956871353
2 0.77956871353
1 1.0
