2593 0.00695799991046
2473 0.0667136157863
2268 0.150422214108
1847 0.28208894607
1400 0.351255616463
1048 0.341002302447
830 0.352644550889
653 0.341455238684
520 0.341564976788
411 0.300532460528
319 0.347504912757
244 0.366476379629
190 0.377510127343
153 0.351864855552
122 0.382245687021
96 0.413699731911
75 0.45601332891
57 0.480582839938
47 0.516441696067
40 0.560095054
33 0.501128130639
30 0.526203415076
22 0.58535406274
19 0.565675644164
13 0.50719536065
11 0.536042628848
11 0.536042628848
11 0.536042628848
9 0.579018045904
7 0.586889159438
6 0.633766076278
6 0.633766076278
5 0.615157904329
4 0.685633958079
4 0.685633958079
4 0.685633958079
4 0.685633958079
3 0.580064609564
3 0.580064609564
2 0.709805692966
2 0.709805692966
2 0.709805692966
2 0.709805692966
2 0.709805692966
1 1.0
