2593 0.00716810317787
2473 0.0745140905776
2268 0.167976638661
1847 0.378092211461
1400 0.408254138208
1048 0.34016482041
830 0.324327936727
653 0.282390611814
520 0.286922650327
411 0.294140732306
319 0.314453107032
244 0.335530213717
190 0.337192130866
153 0.343466993229
122 0.353022511357
96 0.395895376144
75 0.450964869728
57 0.434444380362
47 0.466270955574
40 0.506298919911
33 0.392994535569
30 0.412463909172
22 0.458319961587
19 0.493019613358
13 0.435623781986
11 0.463958561767
11 0.463958561767
11 0.463958561767
9 0.511646302671
7 0.554798868272
6 0.599244985111
6 0.599244985111
5 0.621282107391
4 0.692299117244
4 0.692299117244
4 0.692299117244
4 0.692299117244
3 0.579491756062
3 0.579491756062
2 0.708961652381
2 0.708961652381
2 0.708961652381
2 0.708961652381
2 0.708961652381
1 1.0
